WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200524,S08000032,,5,Emergency,,91,122,-25.4
20200524,S92000003,d,1,Emergency,,2514,3168.5,-20.7
20200524,S92000003,d,2,Emergency,,2153,2737,-21.3
20200524,S92000003,d,3,Emergency,,1858,2282.5,-18.6
20200524,S92000003,d,4,Emergency,,1618,1894.5,-14.6
20200524,S92000003,d,5,Emergency,,1317,1546,-14.8
20200531,S08000015,,1,Emergency,,313,370,-15.4
20200531,S08000015,,2,Emergency,,182,245,-25.7
20200531,S08000015,,3,Emergency,,145,153.5,-5.5
20200531,S08000015,,4,Emergency,,92,125.5,-26.7
20200531,S08000015,,5,Emergency,,92,102.5,-10.2
20200531,S08000016,,1,Emergency,,6,23,-73.9
20200531,S08000016,,2,Emergency,,38,55,-30.9
20200531,S08000016,,3,Emergency,,70,90,-22.2
20200531,S08000016,,4,Emergency,,42,69.5,-39.6
20200531,S08000016,,5,Emergency,,11,12,-8.3
20200531,S08000017,,1,Emergency,,22,42,-47.6
20200531,S08000017,,2,Emergency,,70,91.5,-23.5
20200531,S08000017,,3,Emergency,,95,119.5,-20.5
20200531,S08000017,,4,Emergency,,36,53.5,-32.7
20200531,S08000017,,5,Emergency,,24,26,-7.7
20200531,S08000019,,1,Emergency,,107,168,-36.3
20200531,S08000019,,2,Emergency,,130,177,-26.6
20200531,S08000019,,3,Emergency,,102,174.5,-41.5
20200531,S08000019,,4,Emergency,,71,110.5,-35.7
20200531,S08000019,,5,Emergency,,75,106,-29.2
20200531,S08000020,,1,Emergency,,89,82,8.5
20200531,S08000020,,2,Emergency,,209,186,12.4
20200531,S08000020,,3,Emergency,,224,216.5,3.5
20200531,S08000020,,4,Emergency,,241,251,-4
20200531,S08000020,,5,Emergency,,207,197.5,4.8
20200531,S08000022,,1,Emergency,,70,89.5,-21.8
20200531,S08000022,,2,Emergency,,84,123.5,-32
20200531,S08000022,,3,Emergency,,160,197.5,-19
20200531,S08000022,,4,Emergency,,117,165,-29.1
20200531,S08000022,,5,Emergency,,31,35.5,-12.7
20200531,S08000024,,1,Emergency,,247,280.5,-11.9
20200531,S08000024,,2,Emergency,,385,453,-15
20200531,S08000024,,3,Emergency,,250,275.5,-9.3
20200531,S08000024,,4,Emergency,,247,246,0.4
20200531,S08000024,,5,Emergency,,297,361,-17.7
20200531,S08000025,,3,Emergency,,7,8.5,-17.6
20200531,S08000025,,4,Emergency,,11,15,-26.7
20200531,S08000026,,3,Emergency,,14,12.5,12
20200531,S08000026,,4,Emergency,,9,19,-52.6
20200531,S08000028,,2,Emergency,,11,12,-8.3
20200531,S08000028,,3,Emergency,,43,47.5,-9.5
20200531,S08000029,,1,Emergency,,181,230.5,-21.5
20200531,S08000029,,2,Emergency,,155,226,-31.4
20200531,S08000029,,3,Emergency,,123,149.5,-17.7
20200531,S08000029,,4,Emergency,,90,108,-16.7
20200531,S08000029,,5,Emergency,,72,91,-20.9
20200531,S08000030,,1,Emergency,,190,215,-11.6
20200531,S08000030,,2,Emergency,,172,197.5,-12.9
20200531,S08000030,,3,Emergency,,155,175,-11.4
20200531,S08000030,,4,Emergency,,179,227.5,-21.3
20200531,S08000030,,5,Emergency,,127,146.5,-13.3
20200531,S08000031,,1,Emergency,,964,1163,-17.1
20200531,S08000031,,2,Emergency,,362,518.5,-30.2
20200531,S08000031,,3,Emergency,,298,350,-14.9
20200531,S08000031,,4,Emergency,,232,300.5,-22.8
20200531,S08000031,,5,Emergency,,296,346.5,-14.6
20200531,S08000032,,1,Emergency,,408,516.5,-21
20200531,S08000032,,2,Emergency,,308,408,-24.5
20200531,S08000032,,3,Emergency,,210,254.5,-17.5
20200531,S08000032,,4,Emergency,,137,175.5,-21.9
20200531,S08000032,,5,Emergency,,92,118.5,-22.4
20200531,S92000003,d,1,Emergency,,2600,3185,-18.4
20200531,S92000003,d,2,Emergency,,2113,2708.5,-22
20200531,S92000003,d,3,Emergency,,1898,2228.5,-14.8
20200531,S92000003,d,4,Emergency,,1504,1871,-19.6
20200531,S92000003,d,5,Emergency,,1326,1547,-14.3
20200607,S08000015,,1,Emergency,,342,408,-16.2
20200607,S08000015,,2,Emergency,,190,251.5,-24.5
20200607,S08000015,,3,Emergency,,146,160,-8.8
20200607,S08000015,,4,Emergency,,89,110.5,-19.5
20200607,S08000015,,5,Emergency,,70,94,-25.5
20200607,S08000016,,1,Emergency,,15,19,-21.1
20200607,S08000016,,2,Emergency,,30,42,-28.6
20200607,S08000016,,3,Emergency,,78,91.5,-14.8
20200607,S08000016,,4,Emergency,,48,60.5,-20.7
20200607,S08000016,,5,Emergency,,12,14,-14.3
20200607,S08000017,,1,Emergency,,34,41.5,-18.1
20200607,S08000017,,2,Emergency,,80,85.5,-6.4
20200607,S08000017,,3,Emergency,,106,126,-15.9
20200607,S08000017,,4,Emergency,,46,44.5,3.4
20200607,S08000017,,5,Emergency,,21,21.5,-2.3
20200607,S08000019,,1,Emergency,,114,166.5,-31.5
20200607,S08000019,,2,Emergency,,111,184.5,-39.8
20200607,S08000019,,3,Emergency,,96,178.5,-46.2
20200607,S08000019,,4,Emergency,,75,135.5,-44.6
20200607,S08000019,,5,Emergency,,81,100,-19
20200607,S08000020,,1,Emergency,,68,71.5,-4.9
20200607,S08000020,,2,Emergency,,178,199.5,-10.8
20200607,S08000020,,3,Emergency,,224,207.5,8
20200607,S08000020,,4,Emergency,,252,245,2.9
20200607,S08000020,,5,Emergency,,208,193,7.8
20200607,S08000022,,1,Emergency,,65,71,-8.5
20200607,S08000022,,2,Emergency,,104,116.5,-10.7
20200607,S08000022,,3,Emergency,,172,220,-21.8
20200607,S08000022,,4,Emergency,,140,136.5,2.6
20200607,S08000022,,5,Emergency,,25,38,-34.2
20200607,S08000024,,1,Emergency,,292,279,4.7
20200607,S08000024,,2,Emergency,,420,435,-3.4
20200607,S08000024,,3,Emergency,,281,282,-0.4
20200607,S08000024,,4,Emergency,,252,277.5,-9.2
20200607,S08000024,,5,Emergency,,343,363,-5.5
20200607,S08000025,,2,Emergency,,5,4.5,11.1
20200607,S08000025,,4,Emergency,,12,17,-29.4
20200607,S08000026,,3,Emergency,,9,11,-18.2
20200607,S08000026,,4,Emergency,,9,17.5,-48.6
20200607,S08000028,,2,Emergency,,13,6,116.7
20200607,S08000028,,3,Emergency,,31,50,-38
20200607,S08000029,,1,Emergency,,170,248,-31.5
20200607,S08000029,,2,Emergency,,177,197.5,-10.4
20200607,S08000029,,3,Emergency,,129,141.5,-8.8
20200607,S08000029,,4,Emergency,,101,119.5,-15.5
20200607,S08000029,,5,Emergency,,82,72,13.9
20200607,S08000030,,1,Emergency,,177,210,-15.7
20200607,S08000030,,2,Emergency,,161,206,-21.8
20200607,S08000030,,3,Emergency,,176,197.5,-10.9
20200607,S08000030,,4,Emergency,,198,225,-12
20200607,S08000030,,5,Emergency,,122,154,-20.8
20200607,S08000031,,1,Emergency,,986,1135,-13.1
20200607,S08000031,,2,Emergency,,391,527,-25.8
20200607,S08000031,,3,Emergency,,285,342,-16.7
20200607,S08000031,,4,Emergency,,247,290.5,-15
20200607,S08000031,,5,Emergency,,264,319.5,-17.4
20200607,S08000032,,1,Emergency,,464,470.5,-1.4
20200607,S08000032,,2,Emergency,,357,406,-12.1
20200607,S08000032,,3,Emergency,,215,258,-16.7
20200607,S08000032,,4,Emergency,,167,166.5,0.3
20200607,S08000032,,5,Emergency,,97,126.5,-23.3
20200607,S92000003,d,1,Emergency,,2730,3124.5,-12.6
20200607,S92000003,d,2,Emergency,,2226,2673.5,-16.7
20200607,S92000003,d,3,Emergency,,1951,2274,-14.2
20200607,S92000003,d,4,Emergency,,1637,1848,-11.4
20200607,S92000003,d,5,Emergency,,1327,1498,-11.4
20200607,NA,NA,2,Emergency,,5,4,25
20200614,S08000015,,1,Emergency,,305,402.5,-24.2
20200614,S08000015,,2,Emergency,,209,254.5,-17.9
20200614,S08000015,,3,Emergency,,115,159,-27.7
20200614,S08000015,,4,Emergency,,122,125,-2.4
20200614,S08000015,,5,Emergency,,58,119,-51.3
20200614,S08000016,,1,Emergency,,15,17.5,-14.3
20200614,S08000016,,2,Emergency,,36,55.5,-35.1
20200614,S08000016,,3,Emergency,,88,89.5,-1.7
20200614,S08000016,,4,Emergency,,39,53,-26.4
20200614,S08000016,,5,Emergency,,10,12.5,-20
20200614,S08000017,,1,Emergency,,27,40,-32.5
20200614,S08000017,,2,Emergency,,67,99.5,-32.7
20200614,S08000017,,3,Emergency,,104,120.5,-13.7
20200614,S08000017,,4,Emergency,,35,56.5,-38.1
20200614,S08000017,,5,Emergency,,16,26.5,-39.6
20200614,S08000019,,1,Emergency,,146,161,-9.3
20200614,S08000019,,2,Emergency,,144,178.5,-19.3
20200614,S08000019,,3,Emergency,,125,161.5,-22.6
20200614,S08000019,,4,Emergency,,90,129.5,-30.5
20200614,S08000019,,5,Emergency,,80,95.5,-16.2
20200614,S08000020,,1,Emergency,,102,82,24.4
20200614,S08000020,,2,Emergency,,194,175.5,10.5
20200614,S08000020,,3,Emergency,,215,209.5,2.6
20200614,S08000020,,4,Emergency,,276,247,11.7
20200614,S08000020,,5,Emergency,,250,214.5,16.6
20200614,S08000022,,1,Emergency,,66,82,-19.5
20200614,S08000022,,2,Emergency,,117,125,-6.4
20200614,S08000022,,3,Emergency,,179,211.5,-15.4
20200614,S08000022,,4,Emergency,,133,146.5,-9.2
20200614,S08000022,,5,Emergency,,39,41,-4.9
20200614,S08000024,,1,Emergency,,245,265.5,-7.7
20200614,S08000024,,2,Emergency,,387,416.5,-7.1
20200614,S08000024,,3,Emergency,,243,275,-11.6
20200614,S08000024,,4,Emergency,,228,267.5,-14.8
20200614,S08000024,,5,Emergency,,351,384,-8.6
20200614,S08000025,,2,Emergency,,5,3.5,42.9
20200614,S08000025,,4,Emergency,,22,18,22.2
20200614,S08000026,,3,Emergency,,12,20,-40
20200614,S08000026,,4,Emergency,,21,18,16.7
20200614,S08000028,,2,Emergency,,9,7.5,20
20200614,S08000028,,3,Emergency,,37,45,-17.8
20200614,S08000029,,1,Emergency,,169,224,-24.6
20200614,S08000029,,2,Emergency,,155,196.5,-21.1
20200614,S08000029,,3,Emergency,,129,153.5,-16
20200614,S08000029,,4,Emergency,,90,122.5,-26.5
20200614,S08000029,,5,Emergency,,86,95.5,-9.9
20200614,S08000030,,1,Emergency,,186,203.5,-8.6
20200614,S08000030,,2,Emergency,,167,179,-6.7
20200614,S08000030,,3,Emergency,,152,206,-26.2
20200614,S08000030,,4,Emergency,,206,233,-11.6
20200614,S08000030,,5,Emergency,,141,148.5,-5.1
20200614,S08000031,,1,Emergency,,931,1185.5,-21.5
20200614,S08000031,,2,Emergency,,441,513.5,-14.1
20200614,S08000031,,3,Emergency,,299,347.5,-14
20200614,S08000031,,4,Emergency,,244,295.5,-17.4
20200614,S08000031,,5,Emergency,,258,363,-28.9
20200614,S08000032,,1,Emergency,,428,502.5,-14.8
20200614,S08000032,,2,Emergency,,344,382,-9.9
20200614,S08000032,,3,Emergency,,198,220.5,-10.2
20200614,S08000032,,4,Emergency,,161,177,-9
20200614,S08000032,,5,Emergency,,103,112.5,-8.4
20200614,S92000003,d,1,Emergency,,2624,3170.5,-17.2
20200614,S92000003,d,2,Emergency,,2278,2593,-12.1
20200614,S92000003,d,3,Emergency,,1901,2228,-14.7
20200614,S92000003,d,4,Emergency,,1669,1891,-11.7
20200614,S92000003,d,5,Emergency,,1392,1617.5,-13.9
20200621,S08000015,,1,Emergency,,313,372.5,-16
20200621,S08000015,,2,Emergency,,207,264,-21.6
20200621,S08000015,,3,Emergency,,106,170,-37.6
20200621,S08000015,,4,Emergency,,99,121,-18.2
20200621,S08000015,,5,Emergency,,66,82,-19.5
20200621,S08000016,,1,Emergency,,8,16,-50
20200621,S08000016,,2,Emergency,,36,41,-12.2
20200621,S08000016,,3,Emergency,,75,86,-12.8
20200621,S08000016,,4,Emergency,,39,60,-35
20200621,S08000016,,5,Emergency,,11,13.5,-18.5
20200621,S08000017,,1,Emergency,,35,38,-7.9
20200621,S08000017,,2,Emergency,,81,86,-5.8
20200621,S08000017,,3,Emergency,,111,132,-15.9
20200621,S08000017,,4,Emergency,,25,51,-51
20200621,S08000017,,5,Emergency,,22,26,-15.4
20200621,S08000019,,1,Emergency,,122,182,-33
20200621,S08000019,,2,Emergency,,142,189,-24.9
20200621,S08000019,,3,Emergency,,120,180,-33.3
20200621,S08000019,,4,Emergency,,91,121.5,-25.1
20200621,S08000019,,5,Emergency,,76,114,-33.3
20200621,S08000020,,1,Emergency,,96,85.5,12.3
20200621,S08000020,,2,Emergency,,221,193.5,14.2
20200621,S08000020,,3,Emergency,,203,219.5,-7.5
20200621,S08000020,,4,Emergency,,276,294.5,-6.3
20200621,S08000020,,5,Emergency,,241,214.5,12.4
20200621,S08000022,,1,Emergency,,57,75.5,-24.5
20200621,S08000022,,2,Emergency,,113,116,-2.6
20200621,S08000022,,3,Emergency,,155,202,-23.3
20200621,S08000022,,4,Emergency,,154,169,-8.9
20200621,S08000022,,5,Emergency,,32,35,-8.6
20200621,S08000024,,1,Emergency,,274,307.5,-10.9
20200621,S08000024,,2,Emergency,,441,437.5,0.8
20200621,S08000024,,3,Emergency,,266,289,-8
20200621,S08000024,,4,Emergency,,274,266.5,2.8
20200621,S08000024,,5,Emergency,,361,371.5,-2.8
20200621,S08000025,,2,Emergency,,8,3,166.7
20200621,S08000025,,4,Emergency,,21,22,-4.5
20200621,S08000026,,3,Emergency,,8,9.5,-15.8
20200621,S08000026,,4,Emergency,,12,15.5,-22.6
20200621,S08000028,,2,Emergency,,10,11,-9.1
20200621,S08000028,,3,Emergency,,28,53.5,-47.7
20200621,S08000029,,1,Emergency,,199,208,-4.3
20200621,S08000029,,2,Emergency,,159,202.5,-21.5
20200621,S08000029,,3,Emergency,,136,145.5,-6.5
20200621,S08000029,,4,Emergency,,105,115.5,-9.1
20200621,S08000029,,5,Emergency,,80,103.5,-22.7
20200621,S08000030,,1,Emergency,,199,212,-6.1
20200621,S08000030,,2,Emergency,,181,181.5,-0.3
20200621,S08000030,,3,Emergency,,167,174,-4
20200621,S08000030,,4,Emergency,,186,229.5,-19
20200621,S08000030,,5,Emergency,,135,142,-4.9
20200621,S08000031,,1,Emergency,,1022,1127,-9.3
20200621,S08000031,,2,Emergency,,447,519.5,-14
20200621,S08000031,,3,Emergency,,292,357,-18.2
20200621,S08000031,,4,Emergency,,252,290,-13.1
20200621,S08000031,,5,Emergency,,326,336.5,-3.1
20200621,S08000032,,1,Emergency,,403,478.5,-15.8
20200621,S08000032,,2,Emergency,,375,413.5,-9.3
20200621,S08000032,,3,Emergency,,216,237.5,-9.1
20200621,S08000032,,4,Emergency,,152,181.5,-16.3
20200621,S08000032,,5,Emergency,,110,117,-6
20200621,S92000003,d,1,Emergency,,2733,3107.5,-12.1
20200621,S92000003,d,2,Emergency,,2424,2662.5,-9
20200621,S92000003,d,3,Emergency,,1890,2268.5,-16.7
20200621,S92000003,d,4,Emergency,,1686,1938.5,-13
20200621,S92000003,d,5,Emergency,,1465,1557,-5.9
20200621,NA,NA,1,Emergency,,5,4,25
20200628,S08000015,,1,Emergency,,341,382.5,-10.8
20200628,S08000015,,2,Emergency,,204,248,-17.7
20200628,S08000015,,3,Emergency,,146,161.5,-9.6
20200628,S08000015,,4,Emergency,,97,115.5,-16
20200628,S08000015,,5,Emergency,,81,97.5,-16.9
20200628,S08000016,,1,Emergency,,14,18,-22.2
20200628,S08000016,,2,Emergency,,43,41.5,3.6
20200628,S08000016,,3,Emergency,,70,85,-17.6
20200628,S08000016,,4,Emergency,,52,63,-17.5
20200628,S08000016,,5,Emergency,,10,11.5,-13
20200628,S08000017,,1,Emergency,,31,38.5,-19.5
20200628,S08000017,,2,Emergency,,79,94,-16
20200628,S08000017,,3,Emergency,,97,137,-29.2
20200628,S08000017,,4,Emergency,,46,50.5,-8.9
20200628,S08000017,,5,Emergency,,11,24.5,-55.1
20200628,S08000019,,1,Emergency,,117,171,-31.6
20200628,S08000019,,2,Emergency,,116,192,-39.6
20200628,S08000019,,3,Emergency,,89,170,-47.6
20200628,S08000019,,4,Emergency,,81,127,-36.2
20200628,S08000019,,5,Emergency,,82,100.5,-18.4
20200628,S08000020,,1,Emergency,,80,89,-10.1
20200628,S08000020,,2,Emergency,,207,201,3
20200628,S08000020,,3,Emergency,,238,210,13.3
20200628,S08000020,,4,Emergency,,262,253.5,3.4
20200628,S08000020,,5,Emergency,,179,195.5,-8.4
20200628,S08000022,,1,Emergency,,70,83,-15.7
20200628,S08000022,,2,Emergency,,102,125,-18.4
20200628,S08000022,,3,Emergency,,181,175.5,3.1
20200628,S08000022,,4,Emergency,,140,157,-10.8
20200628,S08000022,,5,Emergency,,33,39.5,-16.5
20200628,S08000024,,1,Emergency,,288,272.5,5.7
20200628,S08000024,,2,Emergency,,434,419.5,3.5
20200628,S08000024,,3,Emergency,,280,275,1.8
20200628,S08000024,,4,Emergency,,302,244,23.8
20200628,S08000024,,5,Emergency,,388,381.5,1.7
20200628,S08000025,,3,Emergency,,5,7,-28.6
20200628,S08000025,,4,Emergency,,20,20,0
20200628,S08000026,,3,Emergency,,11,11,0
20200628,S08000026,,4,Emergency,,15,14.5,3.4
20200628,S08000028,,2,Emergency,,5,13,-61.5
20200628,S08000028,,3,Emergency,,45,49.5,-9.1
20200628,S08000029,,1,Emergency,,198,211,-6.2
20200628,S08000029,,2,Emergency,,186,198,-6.1
20200628,S08000029,,3,Emergency,,136,152,-10.5
20200628,S08000029,,4,Emergency,,113,128,-11.7
20200628,S08000029,,5,Emergency,,76,91,-16.5
20200628,S08000030,,1,Emergency,,174,192.5,-9.6
20200628,S08000030,,2,Emergency,,171,192.5,-11.2
20200628,S08000030,,3,Emergency,,163,180.5,-9.7
20200628,S08000030,,4,Emergency,,197,228.5,-13.8
20200628,S08000030,,5,Emergency,,152,160.5,-5.3
20200628,S08000031,,1,Emergency,,987,1150.5,-14.2
20200628,S08000031,,2,Emergency,,454,539.5,-15.8
20200628,S08000031,,3,Emergency,,270,351,-23.1
20200628,S08000031,,4,Emergency,,240,324.5,-26
20200628,S08000031,,5,Emergency,,321,325.5,-1.4
20200628,S08000032,,1,Emergency,,416,495.5,-16
20200628,S08000032,,2,Emergency,,335,414.5,-19.2
20200628,S08000032,,3,Emergency,,191,232.5,-17.8
20200628,S08000032,,4,Emergency,,172,173.5,-0.9
20200628,S08000032,,5,Emergency,,113,118,-4.2
20200628,S92000003,d,1,Emergency,,2722,3107.5,-12.4
20200628,S92000003,d,2,Emergency,,2343,2691.5,-12.9
20200628,S92000003,d,3,Emergency,,1926,2199.5,-12.4
20200628,S92000003,d,4,Emergency,,1742,1902,-8.4
20200628,S92000003,d,5,Emergency,,1446,1551.5,-6.8
20200628,NA,NA,1,Emergency,,6,2.5,140
20200705,S08000015,,1,Emergency,,339,379.5,-10.7
20200705,S08000015,,2,Emergency,,223,257.5,-13.4
20200705,S08000015,,3,Emergency,,155,154,0.6
20200705,S08000015,,4,Emergency,,95,110,-13.6
20200705,S08000015,,5,Emergency,,74,86.5,-14.5
20200705,S08000016,,1,Emergency,,12,19,-36.8
20200705,S08000016,,2,Emergency,,34,57.5,-40.9
20200705,S08000016,,3,Emergency,,57,86,-33.7
20200705,S08000016,,4,Emergency,,39,44,-11.4
20200705,S08000016,,5,Emergency,,10,18,-44.4
20200705,S08000017,,1,Emergency,,34,34,0
20200705,S08000017,,2,Emergency,,77,96.5,-20.2
20200705,S08000017,,3,Emergency,,106,118,-10.2
20200705,S08000017,,4,Emergency,,34,42.5,-20
20200705,S08000017,,5,Emergency,,18,22.5,-20
20200705,S08000019,,1,Emergency,,142,170.5,-16.7
20200705,S08000019,,2,Emergency,,153,215.5,-29
20200705,S08000019,,3,Emergency,,113,148,-23.6
20200705,S08000019,,4,Emergency,,91,124,-26.6
20200705,S08000019,,5,Emergency,,85,96.5,-11.9
20200705,S08000020,,1,Emergency,,76,76,0
20200705,S08000020,,2,Emergency,,201,199,1
20200705,S08000020,,3,Emergency,,220,209,5.3
20200705,S08000020,,4,Emergency,,259,251,3.2
20200705,S08000020,,5,Emergency,,213,205,3.9
20200705,S08000022,,1,Emergency,,75,78.5,-4.5
20200705,S08000022,,2,Emergency,,97,114,-14.9
20200705,S08000022,,3,Emergency,,167,201,-16.9
20200705,S08000022,,4,Emergency,,115,144.5,-20.4
20200705,S08000022,,5,Emergency,,29,42,-31
20200705,S08000024,,1,Emergency,,267,270,-1.1
20200705,S08000024,,2,Emergency,,408,445,-8.3
20200705,S08000024,,3,Emergency,,279,271,3
20200705,S08000024,,4,Emergency,,281,251,12
20200705,S08000024,,5,Emergency,,313,345,-9.3
20200705,S08000025,,2,Emergency,,8,6,33.3
20200705,S08000025,,3,Emergency,,5,8,-37.5
20200705,S08000025,,4,Emergency,,19,13,46.2
20200705,S08000026,,3,Emergency,,11,17,-35.3
20200705,S08000026,,4,Emergency,,12,17,-29.4
20200705,S08000028,,2,Emergency,,9,8.5,5.9
20200705,S08000028,,3,Emergency,,28,54,-48.1
20200705,S08000029,,1,Emergency,,194,209,-7.2
20200705,S08000029,,2,Emergency,,166,202.5,-18
20200705,S08000029,,3,Emergency,,148,142,4.2
20200705,S08000029,,4,Emergency,,107,111,-3.6
20200705,S08000029,,5,Emergency,,91,81,12.3
20200705,S08000030,,1,Emergency,,188,201.5,-6.7
20200705,S08000030,,2,Emergency,,177,214,-17.3
20200705,S08000030,,3,Emergency,,169,177.5,-4.8
20200705,S08000030,,4,Emergency,,189,230,-17.8
20200705,S08000030,,5,Emergency,,138,148,-6.8
20200705,S08000031,,1,Emergency,,1020,1207,-15.5
20200705,S08000031,,2,Emergency,,446,514.5,-13.3
20200705,S08000031,,3,Emergency,,289,347,-16.7
20200705,S08000031,,4,Emergency,,249,282.5,-11.9
20200705,S08000031,,5,Emergency,,277,316,-12.3
20200705,S08000032,,1,Emergency,,386,470.5,-18
20200705,S08000032,,2,Emergency,,332,420.5,-21
20200705,S08000032,,3,Emergency,,202,243.5,-17
20200705,S08000032,,4,Emergency,,135,176.5,-23.5
20200705,S08000032,,5,Emergency,,86,131.5,-34.6
20200705,S92000003,d,1,Emergency,,2736,3121.5,-12.3
20200705,S92000003,d,2,Emergency,,2339,2755.5,-15.1
20200705,S92000003,d,3,Emergency,,1951,2177.5,-10.4
20200705,S92000003,d,4,Emergency,,1627,1799.5,-9.6
20200705,S92000003,d,5,Emergency,,1337,1494,-10.5
20200712,S08000015,,1,Emergency,,326,359,-9.2
20200712,S08000015,,2,Emergency,,227,237.5,-4.4
20200712,S08000015,,3,Emergency,,131,163,-19.6
20200712,S08000015,,4,Emergency,,95,109,-12.8
20200712,S08000015,,5,Emergency,,82,91.5,-10.4
20200712,S08000016,,1,Emergency,,12,18.5,-35.1
20200712,S08000016,,2,Emergency,,39,45,-13.3
20200712,S08000016,,3,Emergency,,75,70,7.1
20200712,S08000016,,4,Emergency,,39,52.5,-25.7
20200712,S08000016,,5,Emergency,,16,17.5,-8.6
20200712,S08000017,,1,Emergency,,27,37.5,-28
20200712,S08000017,,2,Emergency,,77,88.5,-13
20200712,S08000017,,3,Emergency,,97,126.5,-23.3
20200712,S08000017,,4,Emergency,,45,46.5,-3.2
20200712,S08000017,,5,Emergency,,11,19,-42.1
20200712,S08000019,,1,Emergency,,120,174,-31
20200712,S08000019,,2,Emergency,,133,170.5,-22
20200712,S08000019,,3,Emergency,,109,153.5,-29
20200712,S08000019,,4,Emergency,,113,124,-8.9
20200712,S08000019,,5,Emergency,,80,99.5,-19.6
20200712,S08000020,,1,Emergency,,82,89,-7.9
20200712,S08000020,,2,Emergency,,196,197.5,-0.8
20200712,S08000020,,3,Emergency,,199,208.5,-4.6
20200712,S08000020,,4,Emergency,,239,228,4.8
20200712,S08000020,,5,Emergency,,198,203,-2.5
20200712,S08000022,,1,Emergency,,79,86,-8.1
20200712,S08000022,,2,Emergency,,94,124,-24.2
20200712,S08000022,,3,Emergency,,177,190.5,-7.1
20200712,S08000022,,4,Emergency,,128,152.5,-16.1
20200712,S08000022,,5,Emergency,,30,36.5,-17.8
20200712,S08000024,,1,Emergency,,330,273,20.9
20200712,S08000024,,2,Emergency,,414,436,-5
20200712,S08000024,,3,Emergency,,259,286.5,-9.6
20200712,S08000024,,4,Emergency,,234,259,-9.7
20200712,S08000024,,5,Emergency,,321,350.5,-8.4
20200712,S08000025,,2,Emergency,,5,6,-16.7
20200712,S08000025,,3,Emergency,,11,7,57.1
20200712,S08000025,,4,Emergency,,14,16.5,-15.2
20200712,S08000026,,3,Emergency,,9,15.5,-41.9
20200712,S08000026,,4,Emergency,,13,12,8.3
20200712,S08000028,,3,Emergency,,33,45.5,-27.5
20200712,S08000029,,1,Emergency,,170,233.5,-27.2
20200712,S08000029,,2,Emergency,,168,199,-15.6
20200712,S08000029,,3,Emergency,,136,147,-7.5
20200712,S08000029,,4,Emergency,,99,117,-15.4
20200712,S08000029,,5,Emergency,,82,92,-10.9
20200712,S08000030,,1,Emergency,,223,216.5,3
20200712,S08000030,,2,Emergency,,178,194,-8.2
20200712,S08000030,,3,Emergency,,173,172.5,0.3
20200712,S08000030,,4,Emergency,,213,215,-0.9
20200712,S08000030,,5,Emergency,,154,134.5,14.5
20200712,S08000031,,1,Emergency,,950,1169,-18.7
20200712,S08000031,,2,Emergency,,448,517.5,-13.4
20200712,S08000031,,3,Emergency,,280,324.5,-13.7
20200712,S08000031,,4,Emergency,,256,316,-19
20200712,S08000031,,5,Emergency,,306,336,-8.9
20200712,S08000032,,1,Emergency,,403,502,-19.7
20200712,S08000032,,2,Emergency,,363,392,-7.4
20200712,S08000032,,3,Emergency,,208,233,-10.7
20200712,S08000032,,4,Emergency,,151,161,-6.2
20200712,S08000032,,5,Emergency,,91,113,-19.5
20200712,S92000003,d,1,Emergency,,2728,3163,-13.8
20200712,S92000003,d,2,Emergency,,2349,2624.5,-10.5
20200712,S92000003,d,3,Emergency,,1898,2146,-11.6
20200712,S92000003,d,4,Emergency,,1641,1811,-9.4
20200712,S92000003,d,5,Emergency,,1374,1498,-8.3
20200712,NA,NA,1,Emergency,,5,5,0
20200719,S08000015,,1,Emergency,,325,360.5,-9.8
20200719,S08000015,,2,Emergency,,204,223,-8.5
20200719,S08000015,,3,Emergency,,161,153.5,4.9
20200719,S08000015,,4,Emergency,,118,109,8.3
20200719,S08000015,,5,Emergency,,94,97,-3.1
20200719,S08000016,,1,Emergency,,12,12,0
20200719,S08000016,,2,Emergency,,33,42.5,-22.4
20200719,S08000016,,3,Emergency,,74,82.5,-10.3
20200719,S08000016,,4,Emergency,,48,57.5,-16.5
20200719,S08000016,,5,Emergency,,13,12.5,4
20200719,S08000017,,1,Emergency,,36,44,-18.2
20200719,S08000017,,2,Emergency,,67,93.5,-28.3
20200719,S08000017,,3,Emergency,,112,109,2.8
20200719,S08000017,,4,Emergency,,39,59.5,-34.5
20200719,S08000017,,5,Emergency,,24,23,4.3
20200719,S08000019,,1,Emergency,,153,178,-14
20200719,S08000019,,2,Emergency,,145,184.5,-21.4
20200719,S08000019,,3,Emergency,,112,171.5,-34.7
20200719,S08000019,,4,Emergency,,101,120.5,-16.2
20200719,S08000019,,5,Emergency,,76,100,-24
20200719,S08000020,,1,Emergency,,87,79,10.1
20200719,S08000020,,2,Emergency,,169,176.5,-4.2
20200719,S08000020,,3,Emergency,,221,200.5,10.2
20200719,S08000020,,4,Emergency,,251,242.5,3.5
20200719,S08000020,,5,Emergency,,187,217.5,-14
20200719,S08000022,,1,Emergency,,71,80,-11.2
20200719,S08000022,,2,Emergency,,120,117,2.6
20200719,S08000022,,3,Emergency,,189,202.5,-6.7
