WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20210516,NA,NA,1,All,d,61,54.5,11.9
20210516,NA,NA,2,All,d,49,45.5,7.7
20210516,NA,NA,3,All,d,45,45,0
20210516,NA,NA,4,All,d,38,35,8.6
20210516,NA,NA,5,All,d,32,38.5,-16.9
20210523,S08000015,,1,All,d,392,440.5,-11
20210523,S08000015,,2,All,d,254,283.5,-10.4
20210523,S08000015,,3,All,d,173,187.5,-7.7
20210523,S08000015,,4,All,d,139,146.5,-5.1
20210523,S08000015,,5,All,d,117,129.5,-9.7
20210523,S08000016,,1,All,d,17,22,-22.7
20210523,S08000016,,2,All,d,54,47.5,13.7
20210523,S08000016,,3,All,d,100,102,-2
20210523,S08000016,,4,All,d,72,68,5.9
20210523,S08000016,,5,All,d,18,22,-18.2
20210523,S08000017,,1,All,d,48,48.5,-1
20210523,S08000017,,2,All,d,111,121.5,-8.6
20210523,S08000017,,3,All,d,132,162.5,-18.8
20210523,S08000017,,4,All,d,51,65,-21.5
20210523,S08000017,,5,All,d,41,35.5,15.5
20210523,S08000019,,1,All,d,201,195.5,2.8
20210523,S08000019,,2,All,d,171,232,-26.3
20210523,S08000019,,3,All,d,169,202.5,-16.5
20210523,S08000019,,4,All,d,152,171,-11.1
20210523,S08000019,,5,All,d,115,118,-2.5
20210523,S08000020,,1,All,d,92,109,-15.6
20210523,S08000020,,2,All,d,237,271,-12.5
20210523,S08000020,,3,All,d,273,334,-18.3
20210523,S08000020,,4,All,d,357,391.5,-8.8
20210523,S08000020,,5,All,d,284,299,-5
20210523,S08000022,,1,All,d,76,102,-25.5
20210523,S08000022,,2,All,d,144,162,-11.1
20210523,S08000022,,3,All,d,253,278.5,-9.2
20210523,S08000022,,4,All,d,193,196.5,-1.8
20210523,S08000022,,5,All,d,59,50.5,16.8
20210523,S08000024,,1,All,d,340,347,-2
20210523,S08000024,,2,All,d,578,588,-1.7
20210523,S08000024,,3,All,d,425,388.5,9.4
20210523,S08000024,,4,All,d,430,374,15
20210523,S08000024,,5,All,d,527,505.5,4.3
20210523,S08000025,,2,All,d,8,8,0
20210523,S08000025,,3,All,d,10,4,150
20210523,S08000025,,4,All,d,27,29,-6.9
20210523,S08000026,,3,All,d,13,11,18.2
20210523,S08000026,,4,All,d,27,19.5,38.5
20210523,S08000028,,2,All,d,11,13.5,-18.5
20210523,S08000028,,3,All,d,44,60,-26.7
20210523,S08000029,,1,All,d,253,246.5,2.6
20210523,S08000029,,2,All,d,242,232,4.3
20210523,S08000029,,3,All,d,179,195,-8.2
20210523,S08000029,,4,All,d,124,171.5,-27.7
20210523,S08000029,,5,All,d,114,119.5,-4.6
20210523,S08000030,,1,All,d,231,281.5,-17.9
20210523,S08000030,,2,All,d,207,261,-20.7
20210523,S08000030,,3,All,d,218,246.5,-11.6
20210523,S08000030,,4,All,d,284,308.5,-7.9
20210523,S08000030,,5,All,d,195,210.5,-7.4
20210523,S08000031,,1,All,d,1523,1641,-7.2
20210523,S08000031,,2,All,d,792,811,-2.3
20210523,S08000031,,3,All,d,563,579.5,-2.8
20210523,S08000031,,4,All,d,474,493.5,-4
20210523,S08000031,,5,All,d,521,552,-5.6
20210523,S08000032,,1,All,d,535,591,-9.5
20210523,S08000032,,2,All,d,444,464.5,-4.4
20210523,S08000032,,3,All,d,243,262,-7.3
20210523,S08000032,,4,All,d,199,229.5,-13.3
20210523,S08000032,,5,All,d,133,162.5,-18.2
20210523,S92000003,d,1,All,d,3757,4088.5,-8.1
20210523,S92000003,d,2,All,d,3303,3537,-6.6
20210523,S92000003,d,3,All,d,2829,3064.5,-7.7
20210523,S92000003,d,4,All,d,2561,2705.5,-5.3
20210523,S92000003,d,5,All,d,2153,2246,-4.1
20210523,NA,NA,1,All,d,48,62,-22.6
20210523,NA,NA,2,All,d,46,39.5,16.5
20210523,NA,NA,3,All,d,34,51,-33.3
20210523,NA,NA,4,All,d,32,41,-22
20210523,NA,NA,5,All,d,28,40,-30
20210530,S08000015,,1,All,d,394,415,-5.1
20210530,S08000015,,2,All,d,270,284,-4.9
20210530,S08000015,,3,All,d,177,197,-10.2
20210530,S08000015,,4,All,d,141,127.5,10.6
20210530,S08000015,,5,All,d,123,99.5,23.6
20210530,S08000016,,1,All,d,19,21,-9.5
20210530,S08000016,,2,All,d,59,60.5,-2.5
20210530,S08000016,,3,All,d,96,99,-3
20210530,S08000016,,4,All,d,69,64.5,7
20210530,S08000016,,5,All,d,13,21,-38.1
20210530,S08000017,,1,All,d,49,41.5,18.1
20210530,S08000017,,2,All,d,124,122,1.6
20210530,S08000017,,3,All,d,163,165.5,-1.5
20210530,S08000017,,4,All,d,59,71,-16.9
20210530,S08000017,,5,All,d,32,28.5,12.3
20210530,S08000019,,1,All,d,162,225,-28
20210530,S08000019,,2,All,d,185,248,-25.4
20210530,S08000019,,3,All,d,175,178.5,-2
20210530,S08000019,,4,All,d,138,148.5,-7.1
20210530,S08000019,,5,All,d,112,114,-1.8
20210530,S08000020,,1,All,d,87,109,-20.2
20210530,S08000020,,2,All,d,238,247,-3.6
20210530,S08000020,,3,All,d,249,305.5,-18.5
20210530,S08000020,,4,All,d,329,362,-9.1
20210530,S08000020,,5,All,d,298,302.5,-1.5
20210530,S08000022,,1,All,d,94,94,0
20210530,S08000022,,2,All,d,125,152.5,-18
20210530,S08000022,,3,All,d,239,307.5,-22.3
20210530,S08000022,,4,All,d,215,196,9.7
20210530,S08000022,,5,All,d,44,51,-13.7
20210530,S08000024,,1,All,d,342,390.5,-12.4
20210530,S08000024,,2,All,d,596,598.5,-0.4
20210530,S08000024,,3,All,d,409,422,-3.1
20210530,S08000024,,4,All,d,415,372,11.6
20210530,S08000024,,5,All,d,543,485.5,11.8
20210530,S08000025,,2,All,d,7,6.5,7.7
20210530,S08000025,,3,All,d,7,8.5,-17.6
20210530,S08000025,,4,All,d,24,20,20
20210530,S08000026,,3,All,d,11,16.5,-33.3
20210530,S08000026,,4,All,d,20,18,11.1
20210530,S08000028,,2,All,d,13,9,44.4
20210530,S08000028,,3,All,d,50,64.5,-22.5
20210530,S08000029,,1,All,d,291,258.5,12.6
20210530,S08000029,,2,All,d,242,248,-2.4
20210530,S08000029,,3,All,d,153,177.5,-13.8
20210530,S08000029,,4,All,d,157,153,2.6
20210530,S08000029,,5,All,d,105,112,-6.2
20210530,S08000030,,1,All,d,237,242,-2.1
20210530,S08000030,,2,All,d,243,228,6.6
20210530,S08000030,,3,All,d,241,229.5,5
20210530,S08000030,,4,All,d,301,319.5,-5.8
20210530,S08000030,,5,All,d,147,202,-27.2
20210530,S08000031,,1,All,d,1547,1623.5,-4.7
20210530,S08000031,,2,All,d,731,808,-9.5
20210530,S08000031,,3,All,d,533,540,-1.3
20210530,S08000031,,4,All,d,456,486.5,-6.3
20210530,S08000031,,5,All,d,520,586.5,-11.3
20210530,S08000032,,1,All,d,555,578,-4
20210530,S08000032,,2,All,d,469,490.5,-4.4
20210530,S08000032,,3,All,d,268,309.5,-13.4
20210530,S08000032,,4,All,d,207,221,-6.3
20210530,S08000032,,5,All,d,139,147,-5.4
20210530,S92000003,d,1,All,d,3830,4061,-5.7
20210530,S92000003,d,2,All,d,3348,3551,-5.7
20210530,S92000003,d,3,All,d,2802,3063.5,-8.5
20210530,S92000003,d,4,All,d,2580,2603,-0.9
20210530,S92000003,d,5,All,d,2119,2186,-3.1
20210530,NA,NA,1,All,d,53,60.5,-12.4
20210530,NA,NA,2,All,d,45,46,-2.2
20210530,NA,NA,3,All,d,31,42.5,-27.1
20210530,NA,NA,4,All,d,49,43,14
20210530,NA,NA,5,All,d,42,36,16.7
20210606,S08000015,,1,All,d,360,403.5,-10.8
20210606,S08000015,,2,All,d,264,268,-1.5
20210606,S08000015,,3,All,d,188,172.5,9
20210606,S08000015,,4,All,d,114,139,-18
20210606,S08000015,,5,All,d,80,115,-30.4
20210606,S08000016,,1,All,d,16,25,-36
20210606,S08000016,,2,All,d,46,63.5,-27.6
20210606,S08000016,,3,All,d,105,106.5,-1.4
20210606,S08000016,,4,All,d,64,79,-19
20210606,S08000016,,5,All,d,14,15,-6.7
20210606,S08000017,,1,All,d,51,49,4.1
20210606,S08000017,,2,All,d,124,116,6.9
20210606,S08000017,,3,All,d,152,152,0
20210606,S08000017,,4,All,d,62,73,-15.1
20210606,S08000017,,5,All,d,29,30.5,-4.9
20210606,S08000019,,1,All,d,196,203,-3.4
20210606,S08000019,,2,All,d,191,212.5,-10.1
20210606,S08000019,,3,All,d,189,213.5,-11.5
20210606,S08000019,,4,All,d,143,137,4.4
20210606,S08000019,,5,All,d,109,127.5,-14.5
20210606,S08000020,,1,All,d,89,107,-16.8
20210606,S08000020,,2,All,d,216,262.5,-17.7
20210606,S08000020,,3,All,d,269,308.5,-12.8
20210606,S08000020,,4,All,d,357,383.5,-6.9
20210606,S08000020,,5,All,d,288,287.5,0.2
20210606,S08000022,,1,All,d,89,105.5,-15.6
20210606,S08000022,,2,All,d,122,161,-24.2
20210606,S08000022,,3,All,d,256,277,-7.6
20210606,S08000022,,4,All,d,179,219,-18.3
20210606,S08000022,,5,All,d,40,44.5,-10.1
20210606,S08000024,,1,All,d,395,364,8.5
20210606,S08000024,,2,All,d,620,586,5.8
20210606,S08000024,,3,All,d,421,390,7.9
20210606,S08000024,,4,All,d,426,362.5,17.5
20210606,S08000024,,5,All,d,525,494.5,6.2
20210606,S08000025,,2,All,d,6,10,-40
20210606,S08000025,,3,All,d,10,10.5,-4.8
20210606,S08000025,,4,All,d,19,19.5,-2.6
20210606,S08000026,,3,All,d,15,14.5,3.4
20210606,S08000026,,4,All,d,17,22.5,-24.4
20210606,S08000028,,2,All,d,15,13,15.4
20210606,S08000028,,3,All,d,59,60.5,-2.5
20210606,S08000029,,1,All,d,275,260,5.8
20210606,S08000029,,2,All,d,218,257.5,-15.3
20210606,S08000029,,3,All,d,166,174,-4.6
20210606,S08000029,,4,All,d,183,130,40.8
20210606,S08000029,,5,All,d,128,119.5,7.1
20210606,S08000030,,1,All,d,257,266,-3.4
20210606,S08000030,,2,All,d,209,248.5,-15.9
20210606,S08000030,,3,All,d,243,235.5,3.2
20210606,S08000030,,4,All,d,279,300.5,-7.2
20210606,S08000030,,5,All,d,197,200.5,-1.7
20210606,S08000031,,1,All,d,1502,1596,-5.9
20210606,S08000031,,2,All,d,744,779,-4.5
20210606,S08000031,,3,All,d,507,543.5,-6.7
20210606,S08000031,,4,All,d,467,482,-3.1
20210606,S08000031,,5,All,d,530,546.5,-3
20210606,S08000032,,1,All,d,537,583,-7.9
20210606,S08000032,,2,All,d,442,455.5,-3
20210606,S08000032,,3,All,d,245,284,-13.7
20210606,S08000032,,4,All,d,228,211.5,7.8
20210606,S08000032,,5,All,d,138,138,0
20210606,S92000003,d,1,All,d,3822,4019,-4.9
20210606,S92000003,d,2,All,d,3273,3484.5,-6.1
20210606,S92000003,d,3,All,d,2873,2997.5,-4.2
20210606,S92000003,d,4,All,d,2567,2597.5,-1.2
20210606,S92000003,d,5,All,d,2118,2162,-2
20210606,NA,NA,1,All,d,52,56,-7.1
20210606,NA,NA,2,All,d,55,47,17
20210606,NA,NA,3,All,d,48,55,-12.7
20210606,NA,NA,4,All,d,29,38,-23.7
20210606,NA,NA,5,All,d,39,41,-4.9
20210613,S08000015,,1,All,d,424,443.5,-4.4
20210613,S08000015,,2,All,d,272,273,-0.4
20210613,S08000015,,3,All,d,180,180,0
20210613,S08000015,,4,All,d,131,127.5,2.7
20210613,S08000015,,5,All,d,113,103.5,9.2
20210613,S08000016,,1,All,d,27,21.5,25.6
20210613,S08000016,,2,All,d,44,49,-10.2
20210613,S08000016,,3,All,d,109,108,0.9
20210613,S08000016,,4,All,d,60,73.5,-18.4
20210613,S08000016,,5,All,d,15,16.5,-9.1
20210613,S08000017,,1,All,d,54,46,17.4
20210613,S08000017,,2,All,d,107,108.5,-1.4
20210613,S08000017,,3,All,d,135,158,-14.6
20210613,S08000017,,4,All,d,51,57.5,-11.3
20210613,S08000017,,5,All,d,35,27.5,27.3
20210613,S08000019,,1,All,d,164,199.5,-17.8
20210613,S08000019,,2,All,d,194,222,-12.6
20210613,S08000019,,3,All,d,161,217.5,-26
20210613,S08000019,,4,All,d,123,167.5,-26.6
20210613,S08000019,,5,All,d,114,122,-6.6
20210613,S08000020,,1,All,d,115,89.5,28.5
20210613,S08000020,,2,All,d,230,262.5,-12.4
20210613,S08000020,,3,All,d,277,296,-6.4
20210613,S08000020,,4,All,d,336,376.5,-10.8
20210613,S08000020,,5,All,d,304,284,7
20210613,S08000022,,1,All,d,74,90,-17.8
20210613,S08000022,,2,All,d,148,144.5,2.4
20210613,S08000022,,3,All,d,252,289.5,-13
20210613,S08000022,,4,All,d,209,184.5,13.3
20210613,S08000022,,5,All,d,47,53.5,-12.1
20210613,S08000024,,1,All,d,378,355,6.5
20210613,S08000024,,2,All,d,582,569.5,2.2
20210613,S08000024,,3,All,d,446,396.5,12.5
20210613,S08000024,,4,All,d,398,380,4.7
20210613,S08000024,,5,All,d,527,495,6.5
20210613,S08000025,,2,All,d,7,6.5,7.7
20210613,S08000025,,3,All,d,5,7.5,-33.3
20210613,S08000025,,4,All,d,22,21.5,2.3
20210613,S08000026,,3,All,d,14,13.5,3.7
20210613,S08000026,,4,All,d,16,21.5,-25.6
20210613,S08000028,,2,All,d,13,8,62.5
20210613,S08000028,,3,All,d,47,59.5,-21
20210613,S08000029,,1,All,d,250,280.5,-10.9
20210613,S08000029,,2,All,d,240,224.5,6.9
20210613,S08000029,,3,All,d,180,174.5,3.2
20210613,S08000029,,4,All,d,166,147,12.9
20210613,S08000029,,5,All,d,128,95.5,34
20210613,S08000030,,1,All,d,287,266,7.9
20210613,S08000030,,2,All,d,241,266.5,-9.6
20210613,S08000030,,3,All,d,227,264.5,-14.2
20210613,S08000030,,4,All,d,278,313.5,-11.3
20210613,S08000030,,5,All,d,178,207.5,-14.2
20210613,S08000031,,1,All,d,1603,1645.5,-2.6
20210613,S08000031,,2,All,d,763,820,-7
20210613,S08000031,,3,All,d,514,560,-8.2
20210613,S08000031,,4,All,d,492,484.5,1.5
20210613,S08000031,,5,All,d,551,549,0.4
20210613,S08000032,,1,All,d,572,542.5,5.4
20210613,S08000032,,2,All,d,451,467.5,-3.5
20210613,S08000032,,3,All,d,289,301,-4
20210613,S08000032,,4,All,d,189,200.5,-5.7
20210613,S08000032,,5,All,d,143,151,-5.3
20210613,S92000003,d,1,All,d,4012,4038.5,-0.7
20210613,S92000003,d,2,All,d,3325,3480.5,-4.5
20210613,S92000003,d,3,All,d,2880,3068,-6.1
20210613,S92000003,d,4,All,d,2521,2592.5,-2.8
20210613,S92000003,d,5,All,d,2193,2147.5,2.1
20210613,NA,NA,1,All,d,64,58,10.3
20210613,NA,NA,2,All,d,30,50,-40
20210613,NA,NA,3,All,d,44,42,4.8
20210613,NA,NA,4,All,d,50,36,38.9
20210613,NA,NA,5,All,d,38,41.5,-8.4
20210620,S08000015,,1,All,d,372,437,-14.9
20210620,S08000015,,2,All,d,253,281.5,-10.1
20210620,S08000015,,3,All,d,174,185,-5.9
20210620,S08000015,,4,All,d,123,137,-10.2
20210620,S08000015,,5,All,d,101,130,-22.3
20210620,S08000016,,1,All,d,13,20.5,-36.6
20210620,S08000016,,2,All,d,42,62.5,-32.8
20210620,S08000016,,3,All,d,97,108,-10.2
20210620,S08000016,,4,All,d,68,63,7.9
20210620,S08000016,,5,All,d,19,14,35.7
20210620,S08000017,,1,All,d,51,47,8.5
20210620,S08000017,,2,All,d,108,126,-14.3
20210620,S08000017,,3,All,d,156,153.5,1.6
20210620,S08000017,,4,All,d,63,68,-7.4
20210620,S08000017,,5,All,d,24,30.5,-21.3
20210620,S08000019,,1,All,d,187,182.5,2.5
20210620,S08000019,,2,All,d,201,219,-8.2
20210620,S08000019,,3,All,d,203,197.5,2.8
20210620,S08000019,,4,All,d,145,162.5,-10.8
20210620,S08000019,,5,All,d,134,119.5,12.1
20210620,S08000020,,1,All,d,98,106.5,-8
20210620,S08000020,,2,All,d,241,242.5,-0.6
20210620,S08000020,,3,All,d,267,300,-11
20210620,S08000020,,4,All,d,391,361.5,8.2
20210620,S08000020,,5,All,d,290,302,-4
20210620,S08000022,,1,All,d,94,102.5,-8.3
20210620,S08000022,,2,All,d,126,159.5,-21
20210620,S08000022,,3,All,d,244,282,-13.5
20210620,S08000022,,4,All,d,181,189,-4.2
20210620,S08000022,,5,All,d,40,52,-23.1
20210620,S08000024,,1,All,d,393,358,9.8
20210620,S08000024,,2,All,d,583,547.5,6.5
20210620,S08000024,,3,All,d,458,387,18.3
20210620,S08000024,,4,All,d,390,389,0.3
20210620,S08000024,,5,All,d,547,521,5
20210620,S08000025,,2,All,d,7,3.5,100
20210620,S08000025,,3,All,d,11,7.5,46.7
20210620,S08000025,,4,All,d,28,21.5,30.2
20210620,S08000026,,3,All,d,13,23.5,-44.7
20210620,S08000026,,4,All,d,18,20.5,-12.2
20210620,S08000028,,2,All,d,8,10,-20
20210620,S08000028,,3,All,d,45,56,-19.6
20210620,S08000029,,1,All,d,257,250.5,2.6
20210620,S08000029,,2,All,d,214,225,-4.9
20210620,S08000029,,3,All,d,169,177.5,-4.8
20210620,S08000029,,4,All,d,140,152.5,-8.2
20210620,S08000029,,5,All,d,132,114,15.8
20210620,S08000030,,1,All,d,253,264,-4.2
20210620,S08000030,,2,All,d,201,228.5,-12
20210620,S08000030,,3,All,d,235,265.5,-11.5
20210620,S08000030,,4,All,d,267,318,-16
20210620,S08000030,,5,All,d,177,199,-11.1
20210620,S08000031,,1,All,d,1578,1650.5,-4.4
20210620,S08000031,,2,All,d,804,780.5,3
20210620,S08000031,,3,All,d,534,556,-4
20210620,S08000031,,4,All,d,465,491.5,-5.4
20210620,S08000031,,5,All,d,512,577,-11.3
20210620,S08000032,,1,All,d,519,576.5,-10
20210620,S08000032,,2,All,d,483,457.5,5.6
20210620,S08000032,,3,All,d,262,261,0.4
20210620,S08000032,,4,All,d,231,216,6.9
20210620,S08000032,,5,All,d,132,132.5,-0.4
20210620,S92000003,d,1,All,d,3864,4050.5,-4.6
20210620,S92000003,d,2,All,d,3311,3397,-2.5
20210620,S92000003,d,3,All,d,2913,3006.5,-3.1
20210620,S92000003,d,4,All,d,2538,2636.5,-3.7
20210620,S92000003,d,5,All,d,2139,2232.5,-4.2
20210620,NA,NA,1,All,d,48,54,-11.1
20210620,NA,NA,2,All,d,38,50.5,-24.8
20210620,NA,NA,3,All,d,45,46.5,-3.2
20210620,NA,NA,4,All,d,28,45.5,-38.5
20210620,NA,NA,5,All,d,30,37.5,-20
20210627,S08000015,,1,All,d,358,403.5,-11.3
20210627,S08000015,,2,All,d,256,295,-13.2
20210627,S08000015,,3,All,d,141,187.5,-24.8
20210627,S08000015,,4,All,d,141,141,0
20210627,S08000015,,5,All,d,111,91,22
20210627,S08000016,,1,All,d,24,21,14.3
20210627,S08000016,,2,All,d,43,47,-8.5
20210627,S08000016,,3,All,d,89,100.5,-11.4
20210627,S08000016,,4,All,d,63,72.5,-13.1
20210627,S08000016,,5,All,d,17,16.5,3
20210627,S08000017,,1,All,d,47,48,-2.1
20210627,S08000017,,2,All,d,100,119,-16
20210627,S08000017,,3,All,d,140,170.5,-17.9
20210627,S08000017,,4,All,d,72,66.5,8.3
20210627,S08000017,,5,All,d,29,30.5,-4.9
20210627,S08000019,,1,All,d,146,213.5,-31.6
20210627,S08000019,,2,All,d,186,219.5,-15.3
20210627,S08000019,,3,All,d,183,219,-16.4
20210627,S08000019,,4,All,d,109,151.5,-28.1
20210627,S08000019,,5,All,d,126,137.5,-8.4
20210627,S08000020,,1,All,d,100,104,-3.8
20210627,S08000020,,2,All,d,192,258,-25.6
20210627,S08000020,,3,All,d,272,293.5,-7.3
20210627,S08000020,,4,All,d,384,394.5,-2.7
20210627,S08000020,,5,All,d,303,293,3.4
20210627,S08000022,,1,All,d,84,91,-7.7
20210627,S08000022,,2,All,d,123,149.5,-17.7
20210627,S08000022,,3,All,d,275,281.5,-2.3
20210627,S08000022,,4,All,d,176,228,-22.8
20210627,S08000022,,5,All,d,33,46,-28.3
20210627,S08000024,,1,All,d,387,390,-0.8
20210627,S08000024,,2,All,d,604,580,4.1
20210627,S08000024,,3,All,d,416,407.5,2.1
20210627,S08000024,,4,All,d,408,375,8.8
20210627,S08000024,,5,All,d,517,518.5,-0.3
20210627,S08000025,,2,All,d,8,3,166.7
20210627,S08000025,,3,All,d,7,12,-41.7
20210627,S08000025,,4,All,d,22,27,-18.5
20210627,S08000026,,3,All,d,14,10.5,33.3
20210627,S08000026,,4,All,d,20,18,11.1
20210627,S08000028,,2,All,d,10,14,-28.6
20210627,S08000028,,3,All,d,56,67.5,-17
20210627,S08000029,,1,All,d,283,236.5,19.7
20210627,S08000029,,2,All,d,257,236.5,8.7
20210627,S08000029,,3,All,d,159,176,-9.7
20210627,S08000029,,4,All,d,145,133.5,8.6
20210627,S08000029,,5,All,d,116,116,0
20210627,S08000030,,1,All,d,239,266.5,-10.3
20210627,S08000030,,2,All,d,222,228.5,-2.8
20210627,S08000030,,3,All,d,218,235,-7.2
20210627,S08000030,,4,All,d,291,301,-3.3
20210627,S08000030,,5,All,d,167,191,-12.6
20210627,S08000031,,1,All,d,1506,1607,-6.3
20210627,S08000031,,2,All,d,770,802,-4
20210627,S08000031,,3,All,d,527,582,-9.5
20210627,S08000031,,4,All,d,458,492,-6.9
20210627,S08000031,,5,All,d,517,562.5,-8.1
20210627,S08000032,,1,All,d,542,555.5,-2.4
20210627,S08000032,,2,All,d,471,479.5,-1.8
20210627,S08000032,,3,All,d,266,278,-4.3
20210627,S08000032,,4,All,d,204,220.5,-7.5
20210627,S08000032,,5,All,d,134,139.5,-3.9
20210627,S92000003,d,1,All,d,3775,3998.5,-5.6
20210627,S92000003,d,2,All,d,3285,3486,-5.8
20210627,S92000003,d,3,All,d,2801,3066,-8.6
20210627,S92000003,d,4,All,d,2532,2660.5,-4.8
20210627,S92000003,d,5,All,d,2092,2180,-4
20210627,NA,NA,1,All,d,56,61,-8.2
20210627,NA,NA,2,All,d,43,53.5,-19.6
20210627,NA,NA,3,All,d,38,45,-15.6
20210627,NA,NA,4,All,d,39,39.5,-1.3
20210627,NA,NA,5,All,d,21,37,-43.2
20210704,S08000015,,1,All,d,375,409.5,-8.4
20210704,S08000015,,2,All,d,273,273,0
20210704,S08000015,,3,All,d,187,172,8.7
20210704,S08000015,,4,All,d,135,130.5,3.4
20210704,S08000015,,5,All,d,105,108.5,-3.2
20210704,S08000016,,1,All,d,24,19,26.3
20210704,S08000016,,2,All,d,45,48,-6.2
20210704,S08000016,,3,All,d,100,102,-2
20210704,S08000016,,4,All,d,64,72.5,-11.7
20210704,S08000016,,5,All,d,16,12.5,28
20210704,S08000017,,1,All,d,43,45.5,-5.5
20210704,S08000017,,2,All,d,101,116.5,-13.3
20210704,S08000017,,3,All,d,110,166,-33.7
20210704,S08000017,,4,All,d,80,70,14.3
20210704,S08000017,,5,All,d,28,30,-6.7
20210704,S08000019,,1,All,d,168,205,-18
20210704,S08000019,,2,All,d,176,222.5,-20.9
20210704,S08000019,,3,All,d,188,205,-8.3
20210704,S08000019,,4,All,d,141,151,-6.6
20210704,S08000019,,5,All,d,92,126.5,-27.3
20210704,S08000020,,1,All,d,103,112,-8
20210704,S08000020,,2,All,d,245,274.5,-10.7
20210704,S08000020,,3,All,d,261,302.5,-13.7
20210704,S08000020,,4,All,d,358,373.5,-4.1
20210704,S08000020,,5,All,d,336,283.5,18.5
20210704,S08000022,,1,All,d,93,101.5,-8.4
20210704,S08000022,,2,All,d,128,154,-16.9
20210704,S08000022,,3,All,d,236,247,-4.5
20210704,S08000022,,4,All,d,180,207,-13
20210704,S08000022,,5,All,d,43,50.5,-14.9
20210704,S08000024,,1,All,d,371,352,5.4
20210704,S08000024,,2,All,d,577,569,1.4
20210704,S08000024,,3,All,d,394,398,-1
20210704,S08000024,,4,All,d,420,357.5,17.5
20210704,S08000024,,5,All,d,477,515.5,-7.5
20210704,S08000025,,2,All,d,10,9.5,5.3
20210704,S08000025,,3,All,d,9,8,12.5
20210704,S08000025,,4,All,d,29,22,31.8
20210704,S08000026,,2,All,d,5,3,66.7
20210704,S08000026,,3,All,d,21,14.5,44.8
20210704,S08000026,,4,All,d,21,15.5,35.5
20210704,S08000028,,2,All,d,7,15.5,-54.8
20210704,S08000028,,3,All,d,74,63.5,16.5
20210704,S08000029,,1,All,d,216,245.5,-12
20210704,S08000029,,2,All,d,224,226,-0.9
20210704,S08000029,,3,All,d,146,182.5,-20
20210704,S08000029,,4,All,d,161,150.5,7
20210704,S08000029,,5,All,d,117,109,7.3
20210704,S08000030,,1,All,d,229,244,-6.1
20210704,S08000030,,2,All,d,242,242,0
20210704,S08000030,,3,All,d,196,238.5,-17.8
20210704,S08000030,,4,All,d,291,304.5,-4.4
20210704,S08000030,,5,All,d,213,221,-3.6
20210704,S08000031,,1,All,d,1508,1618.5,-6.8
20210704,S08000031,,2,All,d,734,825,-11
20210704,S08000031,,3,All,d,530,560,-5.4
20210704,S08000031,,4,All,d,464,527.5,-12
20210704,S08000031,,5,All,d,505,562,-10.1
20210704,S08000032,,1,All,d,545,573,-4.9
20210704,S08000032,,2,All,d,455,474,-4
20210704,S08000032,,3,All,d,283,272.5,3.9
20210704,S08000032,,4,All,d,215,208.5,3.1
20210704,S08000032,,5,All,d,129,143,-9.8
20210704,S92000003,d,1,All,d,3732,3978,-6.2
20210704,S92000003,d,2,All,d,3258,3498,-6.9
20210704,S92000003,d,3,All,d,2787,2978.5,-6.4
20210704,S92000003,d,4,All,d,2592,2632,-1.5
20210704,S92000003,d,5,All,d,2092,2204.5,-5.1
20210704,NA,NA,1,All,d,56,51.5,8.7
20210704,NA,NA,2,All,d,36,45.5,-20.9
20210704,NA,NA,3,All,d,52,46.5,11.8
20210704,NA,NA,4,All,d,32,40.5,-21
20210704,NA,NA,5,All,d,30,40,-25
